resource_id,resource_name,resource_url,description,archived,format,type,runtime,subject_areas,authoring_organization,intended_audiences,record_modified,resource_revised
L002707112,Búsqueda por tema en PubMed: Cómo funciona | PubMed Subject Search: How it Works (Spanish),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/topic_how_it_works/index.html,Cómo funciona PubMed.,False,MP4 Video,Quick Tour,4.0,PubMed,"Training Team, User Engagement Program",Everyone,06/17/2024 12:00:00 AM,12/14/2023 12:00:00 AM
L003705112,Care and Custody: Past Responses to Mental Health - Mental Health and Incarceration - Lesson Plan,https://www.nlm.nih.gov/exhibition/careandcustody/education-highered1.html,"In 2020, some of the largest mental health providers in the United States operate in prisons and jails. In this module, university students explore the historic roots of this issue by examining scholarly publications and historic documents. In particular, students learn about how reformers, physicians, and advocates have addressed the incarceration of people with mental health conditions over the past 200 years and have struggled to protect civil rights of people with mental health conditions and create a more inclusive society.These four classes provide readings, discussion questions, and activities to encourage students to consider new perspectives on mental health policy making from the past and the present.",False,HTML,Page,Unknown,History of Medicine,Exhibitions Team,Everyone; Educator,01/03/2023 12:00:00 AM,01/03/2023 12:00:00 AM
L00181080,Cataloging and Metadata Management: Using Medical Subject Headings (MeSH) in Cataloging,https://www.nlm.nih.gov/tsd/cataloging/trainingcourses/mesh/intro_010.html,An 8-module training course on cataloging with MeSH.,False,MP4 Video,Quick Tour,Unknown,Medical Subject Headings (MeSH),Metadata Management Program,Everyone,02/09/2021 12:00:00 AM,12/13/2017 12:00:00 AM
L005121112,Cataloging with Medical Subject Headings (MeSH),https://www.nlm.nih.gov/oet/ed/mesh/2024/04-24_cataloging_mesh.html,"On April 26, 2024, Sharon Willis, Senior Cataloging Specialist at the U.S. National Library of Medicine, taught Cataloging with Medical Subject Headings (MeSH). This webinar explores the use of the Medical Subject Headings in the cataloging environment.",False,HTML,Webinar Source Page,88.0,Medical Subject Headings (MeSH); NLM Catalog,"Training Team, User Engagement Program",Everyone; Educator,01/06/2025 12:00:00 AM,05/14/2024 12:00:00 AM
L002721112,Catching Up with PubMed,https://www.nlm.nih.gov/oet/ed/pubmed/pubmed-catchup.html,"Webinar provides attendees with an update on recent changes, improvements, and developments with PubMed.",False,MP4 Video,Webinar,55.0,PubMed; Data Management,"Training Team, User Engagement Program",Everyone; Educator,10/26/2022 12:00:00 AM,01/14/2022 12:00:00 AM
L003369112,Changing the Face of Medicine: Celebrating America's Women Physicians - Lesson Plan,https://cfmedicine.nlm.nih.gov/resources/lesson_k_2.html,Teachers—bring the world of medicine into your classrooms. Lesson plans targeted for specific age groups within K-12 have been designed to enhance understanding of the physiology of the body and the field of medicine.,False,HTML,Page,Unknown,History of Medicine,Exhibitions Team,Everyone; Educator,04/06/2023 12:00:00 AM,07/03/2013 12:00:00 AM
L004853112,Chinese Public Health Posters - Education Resources,https://www.nlm.nih.gov/hmd/topics/chinese-posters/education/resource.html,"K-12 and university education modules connected to the online exhibition, Chinese Public Health Posters",False,HTML,Webinar Source Page,Unknown,History of Medicine,Exhibitions Team,Everyone; Educator,12/12/2023 12:00:00 AM,12/12/2023 12:00:00 AM
L003384112,Citing MedlinePlus,https://medlineplus.gov/about/using/citation/,Learn how to cite various pages or information found on MedlinePlus.,False,HTML,Page,Unknown,MedlinePlus; Consumer Health,MedlinePlus Team,Everyone; Educator,06/28/2024 12:00:00 AM,09/30/2022 12:00:00 AM
L004992112,ClinVar,https://youtu.be/hitEwaRg-FA,This video provides an overview of the NCBI ClinVar clinical variation database.,False,MP4 Video,YouTube Video,10.0,Genetics and Molecular Biology; Bioinformatics; Clinical Medicine,"Training Team, User Engagement Program",Everyone,02/07/2024 12:00:00 AM,02/07/2024 12:00:00 AM
L001908112,ClinVar Submissions: Introducing Pre-Submission Validation,https://youtu.be/0W_BF84aDXA,This is a demonstration of a new feature in the ClinVar Submission Portal. Those of you who submit data files now have more control over how to deal with errors in your submitted files. You can now choose to have the data that passes pre-validation immediately sent to us.,False,MP4 Video,YouTube Video,6.0,Genetics and Molecular Biology; Bioinformatics; Clinical Medicine,"Training Team, NCBI",Everyone,06/28/2024 12:00:00 AM,08/12/2020 12:00:00 AM
L003221112,ClinicalTrials.gov (NLM Product Outreach Guide),https://www.nnlm.gov/CtPpP,"A website and online database of clinical research studies and information about the study results. This brief product guide to ClinicalTrials.gov is designed to quickly orient people who do outreach and training about the resource: Who uses it, for what, and how. The guide also includes teaching examples and alternative resources.",False,PDF,Document,Unknown,ClinicalTrials.gov,Network of the National Library of Medicine,Educator,07/12/2024 12:00:00 AM,08/12/2022 12:00:00 AM
L003643112,ClinicalTrials.gov Beta Demonstration - 2022 November,https://www.nlm.nih.gov/oet/ed/ct/2022_prs/2022_beta_demo.html,"A prerecorded demonstration by Christina Robinson, MA, ClinicalTrials.gov Beta Product Owner. The video highlights key features of the ClinicalTrials.gov Beta website related to conducting a search, the search results, and the study record page.",False,MP4 Video,Webinar,6.0,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",Everyone; Educator,05/12/2023 12:00:00 AM,11/09/2022 12:00:00 AM
L005201112,ClinicalTrials.gov Demonstration Videos,https://www.nlm.nih.gov/oet/ed/ct/demo_videos.html,"In 2019, NLM began a multi-year effort to modernize the ClinicalTrials.gov public website and the related clinical trial information submission and management portal, the Protocol Registration and Results System (PRS). One of the strategic goals of this effort is to improve the user experience. The videos on this page are provided to educate users on the modernized website.",False,HTML,Tutorial,Unknown,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",Everyone; Educator,06/17/2024 12:00:00 AM,06/06/2024 12:00:00 AM
L004244112,ClinicalTrials.gov Modernization Public Meeting,https://www.nlm.nih.gov/oet/ed/ct/2023_modernization/public_meeting.html,"On April 25, 2023, NLM hosted a virtual public meeting to provide a detailed look at the modernized ClinicalTrials.gov and Protocol Registration and Results System (PRS) websites, progress updates, and an opportunity to hear from modernization team members and other stakeholders. Adobe PDF handouts and transcripts for the main room and two breakout room presentations, as described in the meeting agenda are provided in the Webinar Materials box.",False,HTML,Webinar Source Page,132.0,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",Everyone; Educator,07/06/2023 12:00:00 AM,05/25/2023 12:00:00 AM
L001981112,ClinicalTrials.gov Modernization Update - 2021 February,https://www.nlm.nih.gov/oet/ed/ct/ct-update-2021.html,"On Thursday, February 18, 2021, Dr. Rebecca Williams, Acting Director of ClinicalTrials.gov provided an update on the progress of the ClinicalTrials.gov modernization effort and opportunity on how to volunteer to provide user feedback.",False,HTML,Webinar Source Page,62.0,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",Everyone,05/12/2023 12:00:00 AM,03/05/2021 12:00:00 AM
L002481112,ClinicalTrials.gov Modernization Update - 2021 October,https://www.nlm.nih.gov/oet/ed/ct/ct-update-2021-10.html,"On October 7, 2021, Dr. Rebecca Williams, Acting Director of ClinicalTrials.gov provided an update on the progress of the ClinicalTrials.gov modernization effort.",False,HTML,Webinar Source Page,30.0,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",Everyone,05/12/2023 12:00:00 AM,10/26/2021 12:00:00 AM
L003642112,ClinicalTrials.gov Modernization and Beta Sites Progress - 2022 October,https://www.nlm.nih.gov/oet/ed/ct/2022_prs/oct22_modernization_update.html,"On October 27, 2022, NLM hosted a live webinar, including a Q&A, to update the public on the progress of the ClinicalTrials.gov modernization effort and provide an overview of the ClinicalTrials.gov and Protocol Registration and Results System beta websites.",False,MP4 Video,Webinar,58.0,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",Everyone; Educator,05/12/2023 12:00:00 AM,11/21/2022 12:00:00 AM
L003644112,ClinicalTrials.gov Protocol Registration and Results System (PRS) Beta Demonstration - 2022 November,https://www.nlm.nih.gov/oet/ed/ct/2022_prs/2022_prs_demo.html,"A prerecorded demonstration by Stacey Arnold, PhD, PRS Subject Matter Expert. The video highlights key features of the PRS Beta website related to the Record List, including customizing Record List views, filtering Record List columns, and using the advanced filtering options.",False,MP4 Video,Webinar,11.0,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",Everyone; Educator,05/12/2023 12:00:00 AM,12/29/2022 12:00:00 AM
L002621112,ClinicalTrials.gov Protocol Registration and Results System (PRS) Beta Preview — 2021 December,https://www.nlm.nih.gov/oet/ed/ct/2021_prs.html,"A recorded demonstration presented by Heather Dobbins, PhD, lead results analyst and PRS product owner, previewing PRS Beta. PRS Beta will be released to the PRS Test system in early 2022 with an updated workflow management and give users an opportunity to explore the new PRS experience, performance of new technology, and to provide feedback to help improve future PRS Beta releases.",False,MP4 Video,Video Tutorial,9.0,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",Everyone,05/12/2023 12:00:00 AM,12/08/2021 12:00:00 AM
L00652080,ClinicalTrials.gov Results Train-the-Trainer Workshop,https://clinicaltrials.gov/submit-studies/prs-help/support-training-materials#ResultsTrainTrainer,"This workshop, available to PRS users involved in submitting clinical study results for their organizations, focused on the data entry and format requirements for clinical trial summary results information and provided hands-on tutorials for PRS data entry. The materials from past workshops are made public once the workshop concludes.",False,MS Word,Document,Unknown,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",Educator,07/19/2024 12:00:00 AM,05/24/2017 12:00:00 AM
L002761112,ClinicalTrials.gov Webinar: Learn About ClinicalTrials.gov Modernization and How to Provide Input -  2020 January,https://www.nlm.nih.gov/oet/ed/ct/modernization.html,"This webinar describes the modernization efforts, the Request for Information (RFI), and ways to share your feedback. Presented by Rebecca Williams, PharmD, MPH, Acting Director, ClinicalTrials.gov, NLM.",False,HTML,Webinar Source Page,31.0,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",Everyone; Educator,05/12/2023 12:00:00 AM,01/28/2020 12:00:00 AM
L00649080,ClinicalTrials.gov for Librarians,https://www.nnlm.gov/training/class-catalog/clinicaltrialsgov-librarians,"ClinicalTrials.gov is the openly available federal registry and results database of publicly and privately funded clinical studies conducted in the United States and around the world. ClinicalTrials.gov is a vital resource for researchers, healthcare providers, and health sciences librarians who wish to consult the entire body of evidence on any particular topic. The 4-credit self-paced course is divided into three modules that contain PowerPoint lectures, reading assignments, and discussion assignments.",False,HTML,Webinar Source Page,Unknown,ClinicalTrials.gov,Network of the National Library of Medicine,Educator,10/21/2022 12:00:00 AM,09/30/2021 12:00:00 AM
